KEY,COLUMN_2,COLUMN_3
Combat_EncounterShark_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText,"Your skin has been repeatedly pierced by the Shark's bites, causing multiple wounds.","Your skin has been repeatedly pierced by the Shark's bites, causing multiple wounds."
Combat_EncounterShark_EnemyActions[0].PlayerWounds.SeriousWounds[1].WoundLog.LogText,The shark managed to land a few brutal bites. You're in for some serious pain.,The shark managed to land a few brutal bites. You're in for some serious pain.
Combat_EncounterShark_EnemyActions[1].ActionLog.LogText,It loses interest in you and starts moving away...,It loses interest in you and starts moving away...
Combat_EncounterShark_EnemyActions[2].ActionLog.LogText,It loses interest in you and starts moving away...,It loses interest in you and starts moving away...
Combat_EncounterShark_EnemyGettingCloseLog.LogText,That shark is coming for you. This doesn't bode well.,That shark is coming for you. This doesn't bode well.
Combat_EncounterShark_OverrideEscapeActionLog.LogText,You swim back to the shore as fast as you can.,You swim back to the shore as fast as you can.
Combat_EncounterShark_PlayerWinEffects.ResultLog.LogText,The Shark finally stops moving. Its body floating inert.,The Shark finally stops moving. Its body floating inert.
Combat_EncounterShark_EnemyWinEffects.ResultLog.LogText,The shark swims away from you until it dissappears into the blue.,The shark swims away from you until it dissappears into the blue.
Combat_EncounterShark_TieEffects.ResultLog.LogText,The shark swims away from you until it dissappears into the blue.,The shark swims away from you until it dissappears into the blue.
Combat_EventBoar_1_Explore_CardName,You see a Boar!,You see a Boar!
Combat_EventBoar_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventBoar_2_Track_CardName,Tracking the Boar,Tracking the Boar
Combat_EventBoar_2_Track_CardDescription,The Boar managed to escape but you could track it down.,The Boar managed to escape but you could track it down.
Combat_EventBoar_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventBoar_2_Track_DismantleActions[0].ActionDescription,Not worth my time.,Not worth my time.
Combat_EventBoar_2_Track_DismantleActions[1].ActionName,Give Up,Give Up
Combat_EventBoar_2_Track_DismantleActions[1].ActionLog.LogText,A seagull stole some of my food.,A seagull stole some of my food.
Combat_EventBoar_2_Track_DismantleActions[2].ActionName,Go after it,Go after it
Combat_EventBoar_3_TrackFail_CardName,Fail,Fail
Combat_EventBoar_3_TrackFail_CardDescription,You can't find it anywhere. You seem to have lost its trail.,You can't find it anywhere. You seem to have lost its trail.
Combat_EventBoar_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventBoar_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventBoar_3_TrackFail_DismantleActions[1].ActionName,Give Up,Give Up
Combat_EventBoar_3_TrackFail_DismantleActions[1].ActionLog.LogText,A seagull stole some of my food.,A seagull stole some of my food.
Combat_EventBoar_3_TrackSucess_CardName,Success,Success
Combat_EventBoar_3_TrackSucess_CardDescription,You find the Boar's dead body. It's all yours now.,You find the Boar's dead body. It's all yours now.
Combat_EventBoar_3_TrackSucess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventBoar_3_TrackSucess_DismantleActions[0].ActionDescription,It was worth it!,It was worth it!
Combat_EventCobra_1_Explore_CardName,I see a Cobra!,I see a Cobra!
Combat_EventCobra_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventCobra_2_Track_CardName,Tracking the Cobra,Tracking the Cobra
Combat_EventCobra_2_Track_CardDescription,The Cobra managed to escape but you could track it down.,The Cobra managed to escape but you could track it down.
Combat_EventCobra_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventCobra_2_Track_DismantleActions[0].ActionDescription,It's not worth it.,It's not worth it.
Combat_EventCobra_2_Track_DismantleActions[1].ActionName,Go After it,Go After it
Combat_EventCobra_3_TrackFail_CardName,Fail,Fail
Combat_EventCobra_3_TrackFail_CardDescription,You can't find it anywhere. You seem to have lost its trail.,You can't find it anywhere. You seem to have lost its trail.
Combat_EventCobra_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventCobra_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventCobra_3_TrackSuccess_CardName,Success,Success
Combat_EventCobra_3_TrackSuccess_CardDescription,You find the Cobra's dead body. It's all yours now.,You find the Cobra's dead body. It's all yours now.
Combat_EventCobra_3_TrackSuccess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventDrone_1_Explore_CardName,I see a Drone!,I see a Drone!
Combat_EventDrone_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventDrone_2_Track_CardName,Tracking the Drone,Tracking the Drone
Combat_EventDrone_2_Track_CardDescription,The Drone managed to escape but you might still have a chance to catch it.,The Drone managed to escape but you might still have a chance to catch it.
Combat_EventDrone_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventDrone_2_Track_DismantleActions[0].ActionDescription,It's not worth it.,It's not worth it.
Combat_EventDrone_2_Track_DismantleActions[1].ActionName,Go After it,Go After it
Combat_EventDrone_3_TrackFail_CardName,Fail,Fail
Combat_EventDrone_3_TrackFail_CardDescription,You can't find it anywhere. You seem to have lost it for good.,You can't find it anywhere. You seem to have lost it for good.
Combat_EventDrone_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventDrone_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventDrone_3_TrackSuccess_CardName,Success,Success
Combat_EventDrone_3_TrackSuccess_CardDescription,You find the Droner's smoking frame. It's all yours now.,You find the Droner's smoking frame. It's all yours now.
Combat_EventDrone_3_TrackSuccess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventGoat_1_Explore_CardName,You see a Goat!,You see a Goat!
Combat_EventGoat_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventGoat_2_Track_CardName,Tracking the Goat,Tracking the Goat
Combat_EventGoat_2_Track_CardDescription,The Goat managed to escape but you might still have a chance to catch it.,The Goat managed to escape but you might still have a chance to catch it.
Combat_EventGoat_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventGoat_2_Track_DismantleActions[0].ActionDescription,It's not worth it.,It's not worth it.
Combat_EventGoat_2_Track_DismantleActions[1].ActionName,Go After it,Go After it
Combat_EventGoat_3_TrackFail_CardName,Fail,Fail
Combat_EventGoat_3_TrackFail_CardDescription,You can't find it anywhere. You seem to have lost its trail.,You can't find it anywhere. You seem to have lost its trail.
Combat_EventGoat_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventGoat_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventGoat_3_TrackSuccess_CardName,Success,Success
Combat_EventGoat_3_TrackSuccess_CardDescription,You found the Goat. Its meat is yours.,You found the Goat. Its meat is yours.
Combat_EventGoat_3_TrackSuccess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMacaque_1_Explore_CardName,You see a Macaque!,You see a Macaque!
Combat_EventMacaque_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMacaque_2_Track_CardName,Tracking the Macaque,Tracking the Macaque
Combat_EventMacaque_2_Track_CardDescription,The Macaque managed to escape but you could track it down.,The Macaque managed to escape but you could track it down.
Combat_EventMacaque_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventMacaque_2_Track_DismantleActions[0].ActionDescription,Not worth my time.,Not worth my time.
Combat_EventMacaque_2_Track_DismantleActions[1].ActionName,Give Up,Give Up
Combat_EventMacaque_2_Track_DismantleActions[1].NoCardsAffectedMessage,Oh! The Macaque doesn't seem to have stolen anything of value.,Oh! The Macaque doesn't seem to have stolen anything of value.
Combat_EventMacaque_2_Track_DismantleActions[2].ActionName,Go after it,Go after it
Combat_EventMacaque_3_TrackSucess_CardName,Sucess,Sucess
Combat_EventMacaque_3_TrackSucess_CardDescription,You find the Macaque's dead body. It got what it deserved.,You find the Macaque's dead body. It got what it deserved.
Combat_EventMacaque_3_TrackSucess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMacaque_3_TrackSucess_DismantleActions[0].ActionDescription,It was worth it!,It was worth it!
Combat_EventMacaque_3_TrackWounded_CardName,Success,Success
Combat_EventMacaque_3_TrackWounded_CardDescription,"You find the Macaque. It's still alive, but it won't be able to make it on its own.","You find the Macaque. It's still alive, but it won't be able to make it on its own."
Combat_EventMacaque_3_TrackWounded_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMacaque_3_TrackWounded_DismantleActions[0].ActionDescription,It was worth it!,It was worth it!
Combat_EventMacaque_3_Track_Fail_CardName,Fail,Fail
Combat_EventMacaque_3_Track_Fail_CardDescription,You can't find it anywhere. You seem to have lost its trail.,You can't find it anywhere. You seem to have lost its trail.
Combat_EventMacaque_3_Track_Fail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMacaque_3_Track_Fail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventMacaque_3_Track_Fail_DismantleActions[1].ActionName,Give up,Give up
Combat_EventMacaque_3_Track_Fail_DismantleActions[1].NoCardsAffectedMessage,Oh! The Macaque doesn't seem to have stolen anything of value.,Oh! The Macaque doesn't seem to have stolen anything of value.
Combat_EventMonitor_1_Explore_CardName,You see a Monitor Lizard!,You see a Monitor Lizard!
Combat_EventMonitor_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMonitor_2_Track_CardName,Tracking the Monitor Lizard,Tracking the Monitor Lizard
Combat_EventMonitor_2_Track_CardDescription,The Monitor Lizard managed to escape but you could try to track it down.,The Monitor Lizard managed to escape but you could try to track it down.
Combat_EventMonitor_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventMonitor_2_Track_DismantleActions[0].ActionDescription,Not worth my time.,Not worth my time.
Combat_EventMonitor_2_Track_DismantleActions[1].ActionName,Check the Food,Check the Food
Combat_EventMonitor_2_Track_DismantleActions[1].ActionLog.LogText,A seagull stole some of my food.,A seagull stole some of my food.
Combat_EventMonitor_2_Track_DismantleActions[1].NoCardsAffectedMessage,The Monitor didn't find anything.,The Monitor didn't find anything.
Combat_EventMonitor_2_Track_DismantleActions[2].ActionName,Go After it,Go After it
Combat_EventMonitor_3_TrackFail_CardName,Fail,Fail
Combat_EventMonitor_3_TrackFail_CardDescription,You can't find it anywhere... No idea where it went.,You can't find it anywhere... No idea where it went.
Combat_EventMonitor_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMonitor_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventMonitor_3_TrackFail_DismantleActions[1].ActionName,Check the Food,Check the Food
Combat_EventMonitor_3_TrackFail_DismantleActions[1].ActionLog.LogText,A seagull stole some of my food.,A seagull stole some of my food.
Combat_EventMonitor_3_TrackFail_DismantleActions[1].NoCardsAffectedMessage,The Monitor  didn't take  anything.,The Monitor  didn't take  anything.
Combat_EventMonitor_3_TrackSucess_CardName,Success,Success
Combat_EventMonitor_3_TrackSucess_CardDescription,You find the Monitor Lizard. Its Carcass is yours.,You find the Monitor Lizard. Its Carcass is yours.
Combat_EventMonitor_3_TrackSucess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventMonitor_3_TrackSucess_DismantleActions[0].ActionDescription,It was worth it!,It was worth it!
Combat_EventPartridge_1_CardName,You see a Partridge!,You see a Partridge!
Combat_EventPartridge_1_DismantleActions[0].ActionName,Leave it alone,Leave it alone
Combat_EventPartridge_1_DismantleActions[1].ActionName,Hunt it!,Hunt it!
Combat_EventPartridge_2_Track_CardName,Tracking the Partridge,Tracking the Partridge
Combat_EventPartridge_2_Track_CardDescription,The Partridge managed to escape but you might still have a chance to catch it.,The Partridge managed to escape but you might still have a chance to catch it.
Combat_EventPartridge_2_Track_DismantleActions[0].ActionName,Give Up,Give Up
Combat_EventPartridge_2_Track_DismantleActions[0].ActionDescription,It's not worth it.,It's not worth it.
Combat_EventPartridge_2_Track_DismantleActions[1].ActionName,Go After it,Go After it
Combat_EventPartridge_3_TrackFail_CardName,Fail,Fail
Combat_EventPartridge_3_TrackFail_CardDescription,You can't find it anywhere. You seem to have lost its trail.,You can't find it anywhere. You seem to have lost its trail.
Combat_EventPartridge_3_TrackFail_DismantleActions[0].ActionName,Continue,Continue
Combat_EventPartridge_3_TrackFail_DismantleActions[0].ActionDescription,Maybe next time.,Maybe next time.
Combat_EventPartridge_3_TrackSuccess_CardName,Success,Success
Combat_EventPartridge_3_TrackSuccess_CardDescription,You find the Partridge. The bird is yours.,You find the Partridge. The bird is yours.
Combat_EventPartridge_3_TrackSuccess_DismantleActions[0].ActionName,Continue,Continue
Combat_EventSeagull_1_Explore_CardName,You see a Seagull!,You see a Seagull!
Combat_EventSeagull_1_Explore_DismantleActions[0].ActionName,Continue,Continue
Combat_EventSeagull_2_Track_CardName,Tracking the Seagull,Tracking the Seagull
